WORD	ANG. SPEL.	MEANING	KIND	FOREBEAR	WHENCE	NOTES
steet		᛫ to strike ᛫ to thrust ᛫ to fall heavily ᛫ to push hard ᛫	V	stē̆ten	ME	
stell		᛫ to set up ᛫ to up-fix ᛫ to mount up ᛫ to place ᛫ to set ᛫ to put in place ᛫	V	stellen	ME	
stem		᛫ a branch in a family ᛬ to descend ᛫ to derive ᛫	N᛬V	~	NE	
stench	stenc	᛫ malodorousness or acridness ( of smell ) ᛫	N	~	NE	
step		᛫ stage ᛫ phase ᛫	N	~	NE	
stepchild	stepcild	᛫ an orphan ᛫ a stepchild ᛫	N	~	ME&NE	orphan is the original meaning
stepdown	stepdune	᛫ to resign ᛫	V	~	NE	
stepwise	stepƿise	᛫ gradual ᛬ gradually ᛫	AJ᛬AV	~	NE	
ster		᛫ ( agent suffix , formerly a feminine agent suffix ) ᛫	SUFFIX	~	NE	could be reverted to its old role as the feminine agent suffix
stern		᛫ serious ᛫ unfriendly ᛫ strict ᛫ severe ᛫	AJ	~	NE	
steven	stefen	᛫ an appointed time ᛫ an appointment ᛫ a tryst ᛬ to set an appointment ᛫ to establish ᛫ to appoint ᛫ to institute ᛫	N᛬V	steven&stevenen	ME&ME	rhyme: seven
steven	stefen	᛫ a voice ( whether human or animal ) ᛫ a voice ( grammatical term ) ᛫ a sung melody or tune ᛫ speech ᛬ to voice ᛫	N᛬V	~	NE	rhyme: seven
stevenmeal	stefenmeal	᛫ by turns ᛫ alternatively ( as in alternating ) ᛫	AV	stefnmǣlum	OE	rhyme: seven-peel
stew	steƿ	᛫ to restrain ᛫ to check ᛫	V	steuen	ME	
steward	steƿard	᛫ a supervisor ᛫ a seneschal ᛬ to supervise ᛫	N᛬V	~	NE	
stewardship	steƿardscip	᛫ supervision ᛫	N	~	NE	
stickle	stickel	᛫ a rapid ᛬ steep ᛫ sloping ᛫	N᛬AJ	~	NE	kin: stehhal (OHG)
stickle	stickel	᛫ to argue or contend stubbornly [ᚾ] ᛫ to raise objections ᛫ to scruple ᛫	V	~	NE	
stickleback	stickelback	᛫ a Gasterosteidae fish [ᚹ] ᛫	N	~[stikel]	NE	
stickler	stickeller	᛫ a person who insists on a certain quality or type of behaviour ᛫	N	~	NE	
stiff		᛫ rigid ᛫	AJ	~[stīf]	NE	
stiffness		᛫ rigidity ᛫	N	~	NE	
stight	stigt	᛫ to set in order ᛫ to arrange ᛫ to place ᛫	V	stighten[stihtan]	ME	unrealistic/fanciful
stightle	stigtel	᛫ to direct ᛫ to ordain ᛫ to arrange ᛫ to array ᛫ to govern ᛫ to rule ᛫ to manage ᛫	V	stightelen[stihtan]	ME	
stightler	stigteller	᛫ a director ᛫ a manager ᛫	N	stightelen+er	ME+NE	
stightling	stigteling	᛫ management ᛫	N	stighteling	ME	
stile		᛫ a structure for surmounting things ( usually fences and walls ) ᛫	N	~	NE	
still		᛫ a photograph from a film ᛫	N	~	NE	
stillness		᛫ silence ᛫ absence of movement ᛫	N	~	NE	
stilly		᛫ silent ᛫ calm ᛫	AJ	~	NE	[MW]
stilt		᛫ a Recurvirostridae bird ᛫ a stilt ᛫ an avocet [ᚹ] ᛫	N	~	NE	
stink		᛫ to have a bad odour ᛫	V	~	NE	
stinkbird		᛫ the Opisthocomus hoazin bird ᛫	N	~	NE	
stinking nightshade	nigtscade	᛫ henbane ( Hyoscyamus niger ) ᛫	N	~	NE	
stinky		᛫ malodorous odoriferous or acrid ( of smell ) ᛫	AJ	~	NE	
stint		᛫ an allotted period of time ( of work or prison time ) ᛫ a cessation ᛫ a pause ᛬ to cease ᛫ to pause ᛫	N᛬V	stint&stinten[styntan]	NE&ME	
stir		᛫ to incite to action ᛫ to disturb ᛫ to move ᛫ to move about ᛫ to become active ᛫	V	~	NE	
stirrup		᛫ a stapes ( bone ) ᛫	N	~	NE	
stitch	stic	᛫ a piece ᛫ a fragment ᛫ a part ᛫ a section of a text ᛫	N	stiche/stech[stycce]	ME	survives as: "steck" in Scots ᛫ kin: שטיק
stitch	stic	᛫ a thread or wire fastening ᛫ a stabbing pain ᛫	N	~[stice]	NE	
stitchmeal	sticmeal	᛫ piecemeal ᛬ piecemeal ᛫	AJ᛬AV	styccemǣlum	OE	
stithe	stiþe	᛫ hard ᛫ stiff ᛫ stubborn ᛫	AJ	stīþ	OE	
stithy	stiþy	᛫ an anvil ᛫	N	~[stethi]	NE‹N	[MW]
stoat		᛫ the Mustela erminea mammal ( a kind of weasel ) ᛫	N	~	NE‹?	
stock		᛫ a supply ᛫ a store of something ᛬ to supply ᛫ to store ᛫	N᛬V	~	NE	
stock		᛫ a stump ᛫ a tree trunk ᛫ a log ᛫ a block of wood ᛫ a post ᛫ a trestle ᛫ a handle ( like of a mace ) ᛫ a torso ᛫ a lineage ᛫ a race ᛫ a species ᛫	N	stock&stok[stocc]	NE&ME	
stodge	stocg	᛫ heavy , filling , starchy food ᛫ a boring thing ᛫	N	~	NE	
stold		᛫ a settled place ᛫ a station ᛫ an abode ᛫	N	gesteald	OE	kin: 𐌲𐌰𐍃𐍄𐌰𐌻𐌳𐌰𐌽
stonebaby		᛫ a lithopedion / lithopaedion ᛫	N	~	NE	
stonebow	stoneboƿ	᛫ a natural stone arch ᛫	N	stānboga	OE	
stonebuck		᛫ an ibex ᛫	N	stanbucca	OE	also exists as a calque of German
stonecoal		᛫ anthracite ᛫ a hard variety of coal ᛫	N	~	NE	
stonecraft		᛫ masonry ᛫ the art or skill of working with stone ᛫	N	~	NE	
stoned		᛫ intoxicated ᛫ high on drugs ᛫	AJ	~	NE	
stonedelf		᛫ a quarry ᛫	N	stāngedelf	OE	
stonedelve	stonedelf	᛫ to mine for stone ᛫	V	~	NE	
stonefaw	stonefaƿ	᛫ paved ᛫ paved with stone ᛫	AJ	faw&stānfāh	NE&OE	
stonehawk	stonehaƿk	᛫ a Falco columbarius bird ( a merlin ) ᛫	N	~	NE	
stonelime		᛫ cement ᛫ mortar ᛫	N	stānlīm	OE	
stonemint		᛫ a Cunila origanoides plant ( American dittany ) ᛫	N	~	NE	
stonen		᛫ made of stone ᛫	AJ	~	NE	invented by William Barnes
stonen		᛫ to petrify ᛫	V	stone+en	NE×2	
stoner		᛫ one who stones ᛫ a machine to remove pits from fruit ᛫ a frequent user of cannabis ᛫	N	~	NE	
stonerock		᛫ an obelisk ᛫	N	stānrocc	OE	
stonewall	stoneƿall	᛫ an obstruction ᛫ a refusal to cooperate ᛬ to obstruct ᛫ to refuse to cooperate ᛫	N᛬V	~	NE	
stonewalled	stoneƿalled	᛫ surrounded or defined in size and shape by a wall of stone ᛫	AJ	~	NE	
stonewright	stoneƿrigt	᛫ a stonemason ᛫	N	stānwryhta	OE	
stony		᛫ like stone ᛫ emotionless ᛫	AJ	~	NE	
stoor		᛫ powerful ᛫ fierce ᛫ cruel ᛫ severe ᛫	AJ	stọ̄r	ME	
stoor		᛫ incense ᛫ frankincense ᛫	N	stōr[storax?]	ME‹I	
stoorvat	stoorfatt	᛫ a censer ᛫	N	stōrfat[stōrfæt]	ME	
stopfire		᛫ a ceasefire ᛫	N	~	NE	
stopgap		᛫ a short term solution ᛬ short-term ᛫ temporary ᛫	N᛬AJ	~	NE‹(E+N)	
storm		᛫ a tempest ᛬ to tempest ᛫ to assault with large numbers ᛫	N᛬V	~	NE	
stound	stund	᛫ a relatively short length of time ᛫ an hour [ᚹ] ᛫	N	stound	NE	
stoundmeal	stundmeal	᛫ at intervals ᛫ alternatingly ᛫	AV	stundmǣlum	OE	
stour	sture	᛫ a river ᛫	N	stour[stūr]	ME	still found in a few names of rivers
stoven	stofen	᛫ a stump ᛫	N	stō̆ven[stofn]	ME	rhyme: oven?
stow	stoƿ	᛫ a place ᛫ a location ᛬ to store ᛫ to lodge ᛫	N᛬V	~	NE	/stoʊ/
strackledwales	strackelledƿales	᛫ the Celts of Strathclyde ᛫ Strathclyde ᛫	N(P)	stræcledwalas	OE	
straid		᛫ to strew ᛫ to scatter ᛫ to disperse ᛫	V	stregdan	OE	
straightforward	straigtforƿard	᛫ direct ᛫	AJ	~	NE	
strail		᛫ a blanket ᛫	N	strail[strǣl]	ME	
strake		᛫ a stripe ᛫ a decorative streak ᛫ a beam of metal or timber ᛫	N	strake&strāke	NE&ME	
strand		᛫ a beach ᛫	N	~	NE	
streak		᛫ a long thin line ᛫ a stroke ᛫ a series of successful deeds ᛫	N	~[strica]	NE	
streel		᛫ an arrow ᛫ a round of ammunition [ᚹ] ᛬ to shoot ᛫	N᛬V	strele&strǣlian[strǣl]	ME&OE	
streelbearer		᛫ an archer ᛫ an arrow-bearer ᛫	N	strǣlbora	OE	
streeling		᛫ radiation ᛫	N	strele+ing	ME+NE	calque: Strahlung
streen		᛫ parturition ᛫ generation ᛫ procreation ᛫ propagation ᛫ a lineage ᛫ an ancestry ᛬ to procreate ᛫ to propagate ᛫ to generate ᛫	N᛬V	strẹ̄n&strẹ̄nen[strēonan]	ME&ME	"strain" seems to have French influence
streen		᛫ a couch ᛫ a sofa ᛫ a bed ᛫ a resting spot ᛫	N	strēon/strēowen	OE	
streener		᛫ a procreator ᛫ a generator ᛫	N	strẹ̄nen+er	ME+NE	
streeningly		᛫ genitive ( grammar ) ᛫	AJ	gestrȳnedlīc{gestrēonan}	OE	
streeny		᛫ genetic ᛫ genetical ᛫	AJ	strain+y	NE×2	
stretch	strec	᛫ to extend ᛫	V	~	NE	
stretch	strec	᛫ strict ᛫ severe ᛫ rigorous ᛫ stern ᛫ hard ᛫	AJ	stræc{streche}	OE	PTCP: straught/stretched
strew	streƿ	᛫ to distribute randomly ᛫ to spread abroad ᛫	V	~	NE	
strewn	streƿn	᛫ fragmented over an area ᛫ scattered ᛫	AJ	~	NE	
strike		᛫ to hit ᛫ to attack ᛫ to delete ᛫	V	~	NE	PST: struck ᛫ PTCP: stricken
strikeharp		᛫ a piano ᛫	N	strike+harp	NE×2	calque: slagharpa ᛫ or: slayharp (direct cognate calque)
strind		᛫ a race ᛫ a clan ᛫ a lineage ᛫ a generation ᛫	N	strīnde	ME	
string		᛫ a series of things ᛫ a sequence ᛫	N	~	NE	
strite		᛫ an ostrich ᛫	N	strȳta	OE‹I?	
strongdrink		᛫ liquor ᛫	N	strong drink	NE	
stronghold	stronghold	᛫ a fortress ᛫	N	~	NE	
strongman		᛫ a leader who rules with threats force or violence ᛫ a tyrant ᛫ a dictator ᛫ a despot ᛫	N	~	NE	
strongwater	strongƿater	᛫ nitric acid ᛫	N	~	NE	
strothe	stroþe	᛫ marshy land overgrown with brushwood ᛫	N	strothe[strōd]	ME	
stroud	strude	᛫ to plunder ᛫ to pillage ᛫ to defraud ᛫	V	strūdan	OE	
strout	strute	᛫ contention ᛫ an argument ᛫	N	strǒut{strūtian}	ME	
stubborn		᛫ obstinate ᛫	AJ	~[stibǒurne]	NE‹?	
stuller		᛫ furtive ᛫	AJ	stulor	OE	
stun		᛫ to clash ᛫ to crash ᛫ to dash ᛫ to strike ᛫	V	stunian	OE	
stunt		᛫ a daring or dangerous feat ᛫ skill ᛫	N	~	NE	
stunt		᛫ a check in growth ᛫ a stunted being or thing ᛬ to hinder the growth of ᛫ to perform a stunt ᛫ to show off ᛫	N᛬V	~	NE	
stunt		᛫ stupid ᛫ foolish ᛫ fatuous ᛫	AJ	stunt	OE	
stunted		᛫ prevented from growing ᛫ shorter than usual for one's age ᛫	AJ	~	NE	
sturry		᛫ an Acipenseridae fish ( a sturgeon ) ᛫	N	styria	OE	
sty		᛫ a path ᛫ a lane ᛫ an approach to something ᛫ a way of conduct ᛫ a method ᛬ to ascend ᛫ to descend ᛫	N᛬V	stīe&stīgen[stīg]	ME&ME	
suckdeer	suckdeer	᛫ a mammal ᛫	N	suck+deer	NE×2	calque: Säugetier; zoogdier
suckerfish	suckerfisc	᛫ an Echeneidae fish ᛫	N	~	NE	
sull		᛫ to dirty ᛫ to corrupt ᛫ to taint ᛫ to soil ᛫ to desecrate ᛫ to sully ᛫ to pollute ᛫ to defile ᛫	V	sulen[sylian]	ME	
sullow	sulloƿ	᛫ a plough ᛫ a plow ᛫	N	sulou[sulh]	ME	
sultandom		᛫ a sultanate ᛫	N	sultan+dom{sultanate}	O+NE	
summer teal		᛫ a Spatula querquedula bird ( a garganey ) ᛫	N	~	NE	
summerledge	summerlecg	᛫ to become summer ᛫	V	sumerlǣcan	OE	
summerly		᛫ estival ᛫	AJ	~	NE	
sunbloom		᛫ a Helianthus annuus plant ( sunflower ) ᛫	N	sun+bloom	NE×2	calque: sunflower
sundcorn		᛫ a Saxifraga plant ᛫	N	sundcorn	ME	
sunder		᛫ to separate ᛫ to split ᛫ to vary ᛫ to differ ᛫	V	sunder&sǒnderen	NE&ME	
sunder		᛫ private- ᛫ special- ᛫	PREFIX	sunder	OE	
sundercraft		᛫ a special power ᛫ a special art ᛫	N	sundorcræft	OE	
sunderfee		᛫ private wealth ᛫	N	sundorfeoh	OE	
Sunderhallow	Sunderhalloƿ	᛫ a Pharisee ᛫	N	sundorhālga	OE	
sundering		᛫ a separation ᛫ separation ᛫ diversity ᛫ variety ᛫ difference ᛫	N	~	NE	
sunderledge	sunderlecg	᛫ to privatize ᛫	V	sunder+lǣcan	NE+OE	
sunderly		᛫ separate ᛫ distinct ᛫ different ᛫ unique ᛫ private ᛫ individual ᛫ especial ᛫ special ᛫	AJ	sǒnderlī	ME	
sunderright	sunderrigt	᛫ a privilege ᛫ a special right ᛫	N	sunderriht	OE	
sundrily		᛫ variously ᛫ differently ᛫ separately ᛫ distinctively ᛫ distinctly ᛫ singly ᛫ individually ᛫ particularly ᛫ specially ᛫ specifically ᛫ privately ᛫	AV	sundrily&sonderlī&syndriglic	NE&ME&OE	
sundriness		᛫ diversity ᛫ specialness ᛫ independence ᛫ specialness ᛫	N	~	NE	
sundry		᛫ various ᛫ different ᛫ separate ᛫ distinctive ᛫ distinct ᛫ single ᛫ individual ᛫ particular ᛫ special ᛫ specific ᛫ private ᛫	AJ	sundry&sǒndrī&syndrig	NE&ME&OE	
sundryman		᛫ a dealer of sundries ( miscellaneous items ) ᛫	N	~	NE	
sunfast		᛫ sun resistant ᛫ not liable to fade in sunlight ᛫	AJ	~	NE	
Sunfield	Sunfeeld	᛫ Elysium ᛫	N(P)	sunnfeld	OE	
sunfish	sunfisc	᛫ a Molidae fish ᛫ a Centrarchidae fish ᛫	N	~	NE	
sungang		᛫ the course of the sun ᛫	N	sungang	OE	
sunken		᛫ submerged ᛫ depressed ᛫	AJ	~	NE	
sunly		᛫ solar ᛫	AJ	~	NE	
Sunnight	Sunnigt	᛫ the night following Sunday's dusk ᛫	N(P)	~[sunnanniht]	NE	
sunshade	sunscade	᛫ a parasol ᛫ an awning ᛫	N	~	NE	[OXF]
sunspider		᛫ a solifuge ᛫ a camel spider ᛫ a wind scorpion ᛫	N	sun spider	NE	
sunstead		᛫ a solstice ᛫	N	~	NE	[OXF]
Surry		᛫ Syria ᛫	N(P)	Surry/Sirie 	ME‹O	
sussel		᛫ torment ᛫ anguish ᛫ agony ᛫	N	sūsl	OE	
susselstead		᛫ a place of torment ᛫ hell ᛫	N	sūslstede	OE	
suster		᛫ a sister ᛫	N	suster	ME	"sister" is Norse?
suttle	suttel	᛫ clear ᛫ manifest ᛫ obvious ᛫ evident ᛫ unambiguous ᛫	AJ	sutel&sutelen[sweotol]	ME&ME	
suttle	suttel	᛫ to clarify ᛫ to denote ᛫ to make known ᛫ to show ᛫	V	isutelen&geswutelian	ME&OE	
suttleness	suttelness	᛫ clarity ᛫	N	sutel+ness	ME+NE	
suttley	suttely	᛫ manifest ᛫	AJ	sutellī[sweotollīc]	ME	
suttling	suttelling	᛫ evidence ᛫	N	sweotolung[swutel]	OE	
swaddle	sƿaddel	᛫ to wrap a baby in retraining material ᛫ to restrain ᛫ to restrict ᛫	V	~	NE	
swail	sƿail	᛫ heaven ᛫ the divine kingdom ᛫ the realm of the god or gods ᛫	N	swegl	OE	kin: sun
swain	sƿain	᛫ a rustic ᛫ a peasant ᛫ a shepherd ᛫ a page ( an attendant upon a knight ) ᛫ a squire ᛫ a boy ᛫ a young man ᛫	N	~	NE‹N	
swair	sƿair	᛫ a mother-in-law ᛫	N	sweȝer&sweger	ME&OE	kin: שוויגער
swake	sƿake	᛫ feeble with age ᛫	AJ	swāc[swæc]	ME	
swamb	sƿamb	᛫ fungus ᛫ a mushroom ᛫ a sponge ᛫	N	swam[swamm]	ME	
swamblore	sƿamblore	᛫ mycology ( the study of fungi ) ᛫	N	swam+lore	ME+NE	
swamp	sƿamp	᛫ a stretch of forested wetland ᛫	N	~	NE	
swanker	sƿanker	᛫ bending easily ᛫ pliable ᛫ flaccid ᛫	AJ	swancor	OE	
swanling	sƿanling	᛫ a cygnet ᛫	N	swan+ling	NE×2	
swansong	sƿansong	᛫ a final performance or accomplishment ᛫	N	~	NE	calque: Schwanengesang
swap	sƿap	᛫ to exchange ᛫ to trade ᛫ to switch ᛫	N	~	NE	
swap out	ute	᛫ to replace ᛫	V	~	NE	
sward	sƿard	᛫ the upper layer of soil ( especially when grassy ) ᛫ skin ( especially of pork ) ᛫ rind ᛫ a patch of calloused skin ᛫	N	sward&sward	NE&ME	[OXF]
swarf	sƿarf	᛫ the bits that come from swarfing ( filings ) ᛬ to grind down ᛫ to file off ᛫	V	swarf&gesweorfan	NE&OE	[OXF]
swark	sƿark	᛫ a dark cloud ? ᛫	N	swearc/gesweorc	OE	
swarken	sƿarken	᛫ to darken ᛫ to becloud ᛫	V	swurken[sweorcan]	ME	
swart	sƿart	᛫ the black hue ᛬ black ᛫	N᛬AJ	~	NE	
swarthy	sƿarþy	᛫ tawny dusky ᛫ dark ᛫ of dark complexioned ᛫	AJ	~	NE	
swath	sƿaþ	᛫ a broad area of something ᛫	N	~[swæþ]	NE	
swathe	sƿaþe	᛫ a long strip of something ( especially cloth ) ᛫ a bandage [ᚹ] ᛬ to bandage ᛫ to swaddle ᛫ to envelop ᛫	N᛬V	~{unswā̆then}	NE	[CED]
sway	sƿay	᛫ bias ᛫ impetus ( of motion ) ᛫ momentum ᛫ command ᛫ dominion ᛫ influence ᛫	N	~	NE	
swayer	sƿayer	᛫ an influencer ᛫ an influence ᛫ a factor ( a circumstance fact or influence that contributes to a result ) ᛫	N	~	NE	
sweal	sƿeal	᛫ to be on fire ᛫ to burn ᛫	V	swēlen[swelan]	ME	
sweam	sƿeam	᛫ to grieve ᛫	V	swēmen[swǣman]	ME	
swease	sƿeas	᛫ one's own ᛫ dear ᛫ beloved ᛫ gracious ᛫	AJ	swǣs	OE	kin: suēscō (Latin)
sweaseledge	sƿeaslecg	᛫ to flatter ᛫	V	swǣslǣcan	OE	
sweasely	sƿeasly	᛫ kind ᛫ pleasant ᛫ agreeable ᛫	AJ	swǣslīc	OE	
sweasing	sƿeasing	᛫ food ᛫ victuals ᛫ refection ᛫	N	swǣsende	OE	
sweatcloth	sƿeatcloþ	᛫ a handkerchief ᛫	N	swātclāþ	OE	
sweater	sƿeater	᛫ a jumper ᛫	N	~	NE	
sweathole	sƿeaþole	᛫ a pore for releasing sweat ᛫	N	~	ANE	
Sweave	Sƿeaf	᛫ a Swabian ᛫ an Alamanni ᛫	N(P)	Swǣfas	OE	
Sweaveland	Sƿeafland	᛫ Swabia ᛫ Alamannia ᛫ Alemannia ᛫	N(P)	Swǣfas+land	OE+NE	
Sweeland	Sƿeeland	᛫ Sweden ᛫	N(P)	Sweoland	OE	
sweer	sƿeer	᛫ a pillar ᛫ a column ᛫	N	swēor[swēor]	ME	
sweer	sƿeer	᛫ a father-in-law ᛫	N	swēor	OE	
Sweerich	Sƿeeric	᛫ Sweden ( the state not the land ) ᛫	N(P)	Sweorice	OE	
sweetbread	sƿeetbread	᛫ a pancreas of an animal ᛫ a thymus gland of an animal ᛫	N	~	NE	
sweeting	sƿeeting	᛫ a sweet kind of apple ᛫ a darling ᛫	N	~	NE	
sweets	sƿeets	᛫ candy ᛫	N	~	NE	
sweetsop	sƿeetsop	᛫ the fruit of an Anonna squamosa tree ᛫ a sugarapple ᛫	N	~	NE	
sweetwater	sƿeetƿater	᛫ perfume ᛫ fragrance ᛫	N	sweet-water	NE	
sweetwood	sƿeetƿood	᛫ licorice / liquorice ᛫ a Glycyrrhiza glabra plant ᛫	N	sweet+wood	NE×2	calque: zoethout; Süßholz
sweeve	sƿeef	᛫ to put to sleep ᛫ to make inactive ᛫	V	swēven[swefen/swefn]	ME	
sweight	sƿeigt	᛫ momentum ᛫	N	sweight	ME	equal to: sway+th
swell	sƿell	᛫ to swell ᛬ nice ᛬ well ᛫	V᛬AJ᛬AV	~	NE	
swelt	sƿelt	᛫ to die ᛫ to become overcome with emotion or heat or such ᛫	V	~	NE	
swelter	sƿelter	᛫ an uncomfortably hot atmosphere ᛬ to feel uncomfortably hot ᛫	N᛬V	~	NE	
sweltering	sƿeltering	᛫ uncomfortably hot ᛫	AJ	~	NE	
swench	sƿenc	᛫ affliction ᛫ tribulation ᛫ distress ᛬ to afflict ᛫ to trouble ᛫ to distress ᛫	N᛬V	swenc&swenchen[swencan]	OE&ME	
swere	sƿere	᛫ heavy ᛫ grave ᛫ oppressive ᛫	V	swēre[swǣr]	ME	
swerely	sƿerely	᛫ heavily ᛫ grievously ᛫ oppressively ᛫	AV	swǣrlīce	OE	
sweremood	sƿeremood	᛫ of an indolent sluggish disposition ᛫	AJ	swǣrmōd	OE	
swetch	sƿec	᛫ a taste ᛫ a flavour ᛫ an odour, a scent, smell ᛫ an aroma ᛫	N	swecc	OE	
swether	sƿeþer	᛫ to retire ᛫ to withdraw ᛫ to abate ᛫ to subside ᛫	V	sweþrian	OE	
swevel	sƿefel	᛫ sulphur ᛫ sulfur ᛫ brimstone ᛫	N	swefel[swefel]	ME	
swevelen	sƿefelen	᛫ sulfurous ᛫ made of brimstone ᛫	AJ	sweflene[sweflen]	ME	
sweven	sƿefen	᛫ a vision ᛫ a dream ᛬ to dream ᛫	N	sweven&swē̆venen	NE&ME	rhyme: seven
swevet	sƿefet	᛫ sleep ᛫	N	swevete[sweofot]	ME	
swey	sƿey	᛫ a noise ᛫ a sound ᛬ to sound ᛫ to make noise ᛫	N᛬V	swei&sweien[sweg/swegan]	ME&ME	or: sway
swike	sƿike	᛫ deceit ᛫ treachery ᛫ betrayal ᛫ a betrayer ᛫ a cheater ᛬ to deceive ᛫ to betray ᛫ to cheat ᛫ to cease ᛫ to desist ᛫	N᛬V	swike&swiken[swīcan]	ME&ME	
swikedom	sƿikedom	᛫ treason ᛫ treachery ᛫ betrayal ᛫	N	swikedom	ME	
swikel	sƿikel	᛫ treacherous ᛫	AJ	swicol	OE	
swiker	sƿiker	᛫ a traitor ᛫ a deceiver ᛫	N	swīca	OE	
swill	sƿill	᛫ low quality food or drink ᛬ to wash with water ᛫	N᛬V	~[swilian]	NE	
swime	sƿime	᛫ an unconscious state ᛫ a faint ᛫	N	swīme	ME	
swimel	sƿimel	᛫ an anesthetic ᛫	N	swīme+le	ME+ME	
swimmingly	sƿimmingly	᛫ splendidly ᛫ to happen well and without serious problems ᛫	AV	~	NE	
swin	sƿin	᛫ a melody ᛫	N	swinn	OE	
swind	sƿind	᛫ to vanish ᛫ to disappear ᛫ to waste away ᛫ to perish ᛫	V	swinden	ME	rhyme: bind?
swine	sƿine	᛫ a pig ᛫ pigs ᛫	N	~	NE	
swineflesh	sƿineflesc	᛫ pork ᛫	N	~	NE	
swineherd	sƿineherd	᛫ a person who tends swine ᛫	N	~	NE	
swinely	sƿinely	᛫ porcine ᛫	AJ	swīnlic	OE	
swinge	sƿincg	᛫ authority ᛫ influence ᛫ power ᛫ rule ᛫ sway ᛫ licence ( as in artistic licence ) ᛫ impetus ( of motion but also figuratively ) ᛫ impulse ᛫	N	~	NE	[OXF]
swingeing	sƿincging	᛫ drastic ᛫ severe ᛫ extreme ᛫	AJ	~	NE	[OXF]
swingle	sƿingel	᛫ a scutch ( a flax beating tool ) ᛬ to beat with a swingle ᛫	N᛬V	~	NE	[OXF]
swinish	sƿinisc	᛫ unpleasant ᛫ contemptible ᛫ pig-like ᛫	AJ	~	NE	
swink	sƿink	᛫ hard work ᛫ hard labour ᛫ toil ᛫ drudgery ᛬ to work hard ᛫ to labour hard ᛫	N᛬V	~	NE	PST: swank ᛫ PTCP: swunk
swinker	sƿinker	᛫ a toiler ᛫ a labourer ᛫	N	~	NE	
swinkful	sƿinkful	᛫ toilsome ᛫ laborious ᛫	AJ	swincfull	OE	
swinse	sƿins	᛫ to make melody or music ᛫	V	swinsian	OE	same suffix as in "cleanse"
swinsing	sƿinsing	᛫ melody making ᛫	N	swinsung	OE	
swinsingcraft	sƿinsingcraft	᛫ the art of making melodies or music ᛫	N	swinsungcræft	OE	
swire	sƿire	᛫ a neck ( of any kind ) ᛫ a vale ᛫ a valley ᛫	N	swīre	ME	
switchback	sƿicback	᛫ a roller coaster ᛫	N	~	NE	short for: switchback railway? ᛫ [OXF]
swith	sƿiþ	᛫ swift ᛫ rapid ᛫ strong ᛫ excessive ᛫ great ᛬ swiftly ᛫ rapidly ᛫ strongly ᛫ very ᛫	AJ᛬AV	swith&swīþ	NE&OE	although from "swīþ" the vowel seems to have shortened
swither	sƿiþer	᛫ right ( direction ) ᛫	AJ	swither	ME	
swither	sƿiþer	᛫ more ᛫ greater ᛫ superior ᛫	AV	swīþor	OE	swith+er
swithly	sƿiþly	᛫ great ᛫ magnificent ᛫ intense ᛫	AJ	swīþlīc	OE	
Switsish	Sƿitsisc	᛫ Swiss ᛫	AJ(P)	Switzer+ish	NE×2	
swive	sƿife	᛫ to fuck ᛫ to copulate ᛫ to copulate with ᛫ to mate ᛫ to mate with ᛫	V	~	NE	kin: swivel
swivel	sƿifel	᛫ a rotation ᛬ to rotate ᛫	N᛬V	~	NE	
swizzle	sƿisel	᛫ liquor ᛫ an alcoholic drink ᛫	N	~[switchel?]	NE	
swizzled	sƿiseled	᛫ mixed ᛫ intoxicated ᛫	AJ	~	NE	
swoom	sƿoom	᛫ to become dark ᛫	V	swāmian	OE	
swoon	sƿoon	᛫ a swineherd ᛫ a swain ᛫ a peasant ᛫ a male servant ᛫	N	swōn[swān]	ME	
swoon	sƿoon	᛫ an instance of fainting ᛬ to faint ᛫ to be infatuated with something ᛫	N᛬V	~	NE	
swordplay	sƿordplay	᛫ fencing ᛫	N	~	NE	
swot	sƿot	᛫ vigorous study ᛬ to study vigorously ᛫	N᛬V	~	NE	kin: "sweat" ᛫ [OXF]
swow	sƿoƿ	᛫ one who faints ᛬ to faint ᛫ to swoon ᛫	N᛬V	swǒuen	ME	rhyme: glow
swy	sƿy	᛫ silence ᛬ to be silent ᛫ to become silent ᛫	N᛬V	swiȝe&swige&swigian	ME&OE&OE	
sye		᛫ victory ᛫	N	siȝe/sy[sige]	ME	found in placenames like "Kinsye"
sye		᛫ to drip ᛫ to strain ᛫ to sift ᛫ to purify ᛫	V	sye&sīen	NE&ME	
sye		᛫ to descend ᛫	V	sye&sien	NE&ME	
syefast		᛫ victorious ᛫ triumphant ᛫	AJ	sigefæst	OE	
syekin		᛫ the Seraphim ᛫	N	sigorcynn	OE	
syeless		᛫ without victory ᛫ defeated ᛫	AJ	sigelēas	OE	
syely		᛫ victorious ᛫	AJ	sigelīc	OE	
syereeth	syereeþ	᛫ triumph ᛫	N	sigehrēþ	OE	
syereethy	syereeþy	᛫ triumphant ᛫	AJ	sigehreþig	OE	
Sypress		᛫ Cyprus ᛫	N(P)	Sypresse	ME‹H	
Tahoe Mere		᛫ Lake Tahoe ᛫	N(P)	Tahoe+mere	NE‹O+NE	
tailbone		᛫ a coccyx ᛫	N	~	NE	
takeover	takeofer	᛫ a commandeering ᛫ a transfer of power ᛫	N	~	NE	or: nimover (de-Norsed)
